idx,start_raw,end_raw,from_tok,to_tok,from_name,to_name,slack_list,slack_found,n_nets_on_path,status
131,"_5884_/Q (sky130_fd_sc_hd__edfxtp_1)","_4554_/DE (sky130_fd_sc_hd__edfxtp_1)","_5884_/Q","_4554_/DE","_5884_/Q","_4554_/DE","4.534",4.534496,8,OK
132,"_6186_/Q (sky130_fd_sc_hd__dfxtp_1)","_6071_/D (sky130_fd_sc_hd__dfxtp_1)","_6186_/Q","_6071_/D","_6186_/Q","_6071_/D","4.534",4.533953,12,OK
133,"_5884_/Q (sky130_fd_sc_hd__edfxtp_1)","_4527_/DE (sky130_fd_sc_hd__edfxtp_1)","_5884_/Q","_4527_/DE","_5884_/Q","_4527_/DE","4.535",4.534503,8,OK
134,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6149_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6149_/D","_5526_/Q","_6149_/D","4.544",4.544404,7,OK
135,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6120_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6120_/D","_5516_/Q","_6120_/D","4.577",4.576994,7,OK
136,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5487_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5487_/DE","_5539_/Q","_5487_/DE","4.601",4.601448,9,OK
137,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5491_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5491_/DE","_5539_/Q","_5491_/DE","4.601",4.601118,9,OK
138,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5500_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5500_/DE","_5539_/Q","_5500_/DE","4.601",4.601337,9,OK
139,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5501_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5501_/DE","_5539_/Q","_5501_/DE","4.601",4.601167,9,OK
140,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5504_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5504_/DE","_5539_/Q","_5504_/DE","4.601",4.601118,9,OK
141,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5505_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5505_/DE","_5539_/Q","_5505_/DE","4.601",4.601102,9,OK
142,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5509_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5509_/DE","_5539_/Q","_5509_/DE","4.601",4.601092,9,OK
143,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5513_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5513_/DE","_5539_/Q","_5513_/DE","4.601",4.601368,9,OK
144,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5514_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5514_/DE","_5539_/Q","_5514_/DE","4.601",4.601233,9,OK
145,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5485_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5485_/DE","_5539_/Q","_5485_/DE","4.602",4.602301,9,OK
146,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5489_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5489_/DE","_5539_/Q","_5489_/DE","4.602",4.602111,9,OK
147,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5493_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5493_/DE","_5539_/Q","_5493_/DE","4.602",4.601603,9,OK
148,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5515_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5515_/DE","_5539_/Q","_5515_/DE","4.602",4.601752,9,OK
149,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5498_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5498_/DE","_5539_/Q","_5498_/DE","4.603",4.602532,9,OK
150,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6150_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6150_/D","_5526_/Q","_6150_/D","4.603",4.602500,7,OK
151,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6075_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6075_/D","_5520_/Q","_6075_/D","4.608",4.607745,6,OK
152,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6119_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6119_/D","_5516_/Q","_6119_/D","4.619",4.618712,6,OK
