idx,start_raw,end_raw,from_tok,to_tok,from_name,to_name,slack_list,slack_found,n_nets_on_path,status
131,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6140_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6140_/D","_5526_/Q","_6140_/D","4.488",4.487698,6,OK
132,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5418_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5418_/DE","_5539_/Q","_5418_/DE","4.489",4.489235,9,OK
133,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6147_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6147_/D","_5526_/Q","_6147_/D","4.489",4.489481,6,OK
134,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5404_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5404_/DE","_5539_/Q","_5404_/DE","4.49",4.489893,9,OK
135,"_6186_/Q (sky130_fd_sc_hd__dfxtp_1)","_6105_/D (sky130_fd_sc_hd__dfxtp_1)","_6186_/Q","_6105_/D","_6186_/Q","_6105_/D","4.494",4.494461,10,OK
136,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6030_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6030_/D","_5524_/Q","_6030_/D","4.499",4.499035,6,OK
137,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5513_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5513_/DE","_5539_/Q","_5513_/DE","4.506",4.505934,9,OK
138,"_6186_/Q (sky130_fd_sc_hd__dfxtp_1)","_6100_/D (sky130_fd_sc_hd__dfxtp_1)","_6186_/Q","_6100_/D","_6186_/Q","_6100_/D","4.507",4.506962,10,OK
139,"_6186_/Q (sky130_fd_sc_hd__dfxtp_1)","_6103_/D (sky130_fd_sc_hd__dfxtp_1)","_6186_/Q","_6103_/D","_6186_/Q","_6103_/D","4.509",4.509369,10,OK
140,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6144_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6144_/D","_5526_/Q","_6144_/D","4.509",4.509160,6,OK
141,"_6177_/Q (sky130_fd_sc_hd__dfxtp_1)","_6563_/D (sky130_fd_sc_hd__dfxtp_1)","_6177_/Q","_6563_/D","_6177_/Q","_6563_/D","4.509",4.509333,6,OK
142,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5477_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5477_/DE","_5539_/Q","_5477_/DE","4.51",4.509719,9,OK
143,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5515_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5515_/DE","_5539_/Q","_5515_/DE","4.51",4.510315,9,OK
144,"_6186_/Q (sky130_fd_sc_hd__dfxtp_1)","_6106_/D (sky130_fd_sc_hd__dfxtp_1)","_6186_/Q","_6106_/D","_6186_/Q","_6106_/D","4.51",4.510140,10,OK
145,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5395_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5395_/DE","_5539_/Q","_5395_/DE","4.512",4.511874,9,OK
146,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5408_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5408_/DE","_5539_/Q","_5408_/DE","4.512",4.511729,9,OK
147,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5413_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5413_/DE","_5539_/Q","_5413_/DE","4.512",4.511918,9,OK
148,"_5518_/Q (sky130_fd_sc_hd__dfxtp_1)","_6107_/D (sky130_fd_sc_hd__dfxtp_1)","_5518_/Q","_6107_/D","_5518_/Q","_6107_/D","4.517",4.516783,7,OK
149,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5461_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5461_/DE","_5539_/Q","_5461_/DE","4.518",4.518230,9,OK
150,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6119_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6119_/D","_5516_/Q","_6119_/D","4.519",4.518720,6,OK
151,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6156_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6156_/D","_5526_/Q","_6156_/D","4.523",4.522717,6,OK
152,"_6186_/Q (sky130_fd_sc_hd__dfxtp_1)","_6101_/D (sky130_fd_sc_hd__dfxtp_1)","_6186_/Q","_6101_/D","_6186_/Q","_6101_/D","4.526",4.526079,10,OK
